MEDUSA_HEADS,Base Flash Attention,Naive Attention Masking,Binary Block Masking
4.0,0.280186,0.286456,0.2873
5.0,1.573071,2.4821459999999997,1.119772
6.0,18.812289,36.602940000000004,4.869082000000001
7.0,65.820234,140.36239799999998,13.824209999999999
8.0,1013.041168,2282.436646,108.040806
