N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.000000,0.101115,0.114728,0.104711
512.000000,0.363367,0.400361,0.208030
1024.000000,1.387812,1.554319,0.437492
2048.000000,5.525428,6.348254,0.976762
4096.000000,21.621696,26.162506,2.430978
8192.000000,88.860802,105.616577,6.641034
16384.000000,381.440002,478.485504,19.571400
