N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.0,0.656844,0.723116,0.565405
512.0,2.041731,2.219035,1.147952
1024.0,7.099684,7.759259,2.426362
2048.0,26.052311,29.539794,5.286035
4096.0,106.162171,122.68065800000001,12.774751
8192.0,418.368332,493.044754,32.868166
16384.0,1738.337249,2087.827453,103.401984
