N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.000000,0.099629,0.116401,0.099770
512.000000,0.355799,0.391764,0.204146
1024.000000,1.389245,1.537225,0.427606
2048.000000,5.476902,6.297347,0.969077
4096.000000,21.624825,25.870676,2.412774
8192.000000,86.582077,104.539139,6.595741
16384.000000,355.003387,429.113342,19.389952
