N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.000000,0.506783,0.640341,0.476655
512.000000,1.262376,1.979271,0.990269
1024.000000,3.677277,6.771480,2.147451
2048.000000,12.226048,22.721878,4.384323
4096.000000,43.106304,89.876480,10.432261
8192.000000,169.609467,382.853333,25.951914
16384.000000,702.587891,1658.963989,74.821632
