N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.0,0.588491,0.739901,0.595227
512.0,1.493626,2.265579,1.2355399999999999
1024.0,4.493996,7.714812,2.669865
2048.0,15.293025,26.218113,5.4617320000000005
4096.0,54.932516,103.696213,13.359401
8192.0,220.28006,437.94453500000003,33.183572
16384.0,918.085617,1905.328369,95.33823899999999
