N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking,Binary Block Masking with RCM
256.0,0.6599299999999999,0.7163660000000001,0.680369,0.5227120000000001
512.0,2.135699,2.323641,1.897267,1.016592
1024.0,7.4663960000000005,8.222323,5.548198999999999,2.089242
2048.0,28.586125,31.667473,18.016123999999998,4.821249
4096.0,109.93021200000001,129.018236,65.90226,12.043147999999999
8192.0,435.861328,514.353157,237.533188,32.31721
16384.0,1799.329742,2169.754547,844.0177,168.44698
