N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.000000,0.104437,0.119181,0.143770
512.000000,0.363088,0.398686,0.463170
1024.000000,1.399413,1.540501,1.384185
2048.000000,5.525504,6.329686,4.308130
4096.000000,21.590561,25.803778,10.876131
8192.000000,87.337952,103.288834,27.836756
16384.000000,372.322296,468.943970,59.594753
