N_CTX,Base Flash Attention,Naive Attention Masking,Binary Block Masking
256.000000,0.553980,0.596454,0.548444
512.000000,1.692437,1.857308,1.619651
1024.000000,5.980525,6.611648,4.880831
2048.000000,22.656769,25.011200,12.174171
4096.000000,88.492035,99.999619,29.648895
8192.000000,343.093262,411.413513,83.586044
16384.000000,1414.632446,1720.342529,191.859711
